note_id,athlete_id,date,note_type,note_text
CN000412,A0064,2024-05-31,strategy,Shift focus to primary event for next cycle.
CN000413,A0064,2022-12-04,medical,Monitor lower limb tightness after speed sessions.
CN000414,A0064,2022-06-18,medical,Continue mobility focus and load management.
CN000415,A0064,2024-06-10,medical,Continue mobility focus and load management.
CN000416,A0064,2023-12-16,strategy,Race modeling should emphasize controlled first half.
CN000417,A0065,2023-10-17,psychological,"Responds well to clear, direct cues."
CN000418,A0065,2024-10-18,strategy,Race modeling should emphasize controlled first half.
CN000419,A0065,2021-02-02,strategy,Selection window should prioritize consistency.
CN000420,A0065,2023-05-10,selection,Needs one more strong result before final selection.
CN000421,A0065,2020-12-13,technical,Drive phase improving.
CN000422,A0065,2023-02-13,medical,Continue mobility focus and load management.
CN000423,A0065,2023-02-15,technical,Stride rhythm is more consistent.
CN000424,A0066,2020-10-23,technical,Stride rhythm is more consistent.
CN000425,A0066,2024-06-19,technical,Stride rhythm is more consistent.
CN000426,A0066,2024-04-25,technical,Needs better bend running mechanics.
CN000427,A0066,2024-08-26,medical,No adverse response after return-to-run work.
CN000428,A0066,2021-06-14,psychological,Confidence building ahead of competition window.
CN000429,A0066,2023-01-26,medical,Recovery plan followed well this week.
CN000430,A0067,2024-02-23,strategy,Taper response appears positive.
CN000431,A0067,2022-02-11,strategy,Selection window should prioritize consistency.
CN000432,A0067,2022-10-06,medical,Continue mobility focus and load management.
CN000433,A0067,2020-06-02,strategy,Taper response appears positive.
CN000434,A0067,2020-06-23,strategy,Taper response appears positive.
CN000435,A0067,2022-04-08,medical,Monitor lower limb tightness after speed sessions.
CN000436,A0067,2022-08-08,medical,Recovery plan followed well this week.
CN000437,A0067,2022-08-12,strategy,Race modeling should emphasize controlled first half.
CN000438,A0068,2021-10-12,medical,No adverse response after return-to-run work.
CN000439,A0068,2022-06-13,psychological,Maintains focus under race rehearsal.
CN000440,A0068,2021-01-09,technical,Transition into upright posture is cleaner.
CN000441,A0068,2022-05-24,selection,Currently on reserve list for championship squad.
CN000442,A0068,2024-10-26,technical,Transition into upright posture is cleaner.
CN000443,A0068,2024-06-12,selection,Showing enough consistency for relay pool consideration.
CN000444,A0068,2020-04-15,medical,No adverse response after return-to-run work.
CN000445,A0068,2021-09-14,psychological,"Responds well to clear, direct cues."
CN000446,A0069,2022-10-30,medical,No adverse response after return-to-run work.
CN000447,A0069,2024-10-24,medical,Recovery plan followed well this week.
CN000448,A0069,2022-10-04,psychological,"Responds well to clear, direct cues."
CN000449,A0069,2020-02-16,medical,No adverse response after return-to-run work.
CN000450,A0069,2020-02-03,medical,Recovery plan followed well this week.
CN000451,A0069,2024-10-27,medical,No adverse response after return-to-run work.
CN000452,A0069,2020-09-16,technical,Transition into upright posture is cleaner.
CN000453,A0070,2024-08-24,technical,Stride rhythm is more consistent.
CN000454,A0070,2022-08-28,medical,Recovery plan followed well this week.
CN000455,A0070,2023-08-20,technical,Stride rhythm is more consistent.
CN000456,A0070,2020-02-12,psychological,Needs calmer start routine.
CN000457,A0070,2020-12-04,strategy,Selection window should prioritize consistency.
CN000458,A0070,2023-04-04,selection,Needs one more strong result before final selection.
CN000459,A0071,2023-10-31,selection,Currently on reserve list for championship squad.
CN000460,A0071,2022-12-13,strategy,Taper response appears positive.
CN000461,A0071,2021-03-19,psychological,Confidence building ahead of competition window.
CN000462,A0071,2022-10-09,strategy,Shift focus to primary event for next cycle.
CN000463,A0071,2022-06-21,technical,Stride rhythm is more consistent.
CN000464,A0071,2022-12-26,strategy,Taper response appears positive.
CN000465,A0072,2022-04-20,psychological,Needs calmer start routine.
CN000466,A0072,2023-07-04,medical,Continue mobility focus and load management.
CN000467,A0072,2020-05-09,strategy,Race modeling should emphasize controlled first half.
CN000468,A0072,2022-12-09,medical,Monitor lower limb tightness after speed sessions.
CN000469,A0072,2022-12-08,selection,Tracking positively for regional team consideration.
CN000470,A0072,2020-02-15,medical,Continue mobility focus and load management.
CN000471,A0072,2020-09-01,technical,Transition into upright posture is cleaner.
CN000472,A0072,2023-12-05,strategy,Race modeling should emphasize controlled first half.
CN000473,A0073,2023-09-25,selection,Tracking positively for regional team consideration.
CN000474,A0073,2024-09-23,technical,Stride rhythm is more consistent.
CN000475,A0073,2020-05-10,medical,Continue mobility focus and load management.
CN000476,A0073,2020-08-05,selection,Tracking positively for regional team consideration.
CN000477,A0073,2024-03-22,selection,Needs one more strong result before final selection.
CN000478,A0073,2021-11-05,psychological,Needs calmer start routine.
CN000479,A0074,2021-09-02,selection,Tracking positively for regional team consideration.
CN000480,A0074,2021-04-19,strategy,Taper response appears positive.
CN000481,A0074,2024-04-04,selection,Needs one more strong result before final selection.
CN000482,A0074,2023-12-23,psychological,Confidence building ahead of competition window.
CN000483,A0074,2022-03-22,medical,Continue mobility focus and load management.
CN000484,A0074,2022-02-14,psychological,Maintains focus under race rehearsal.
CN000485,A0074,2023-12-18,strategy,Taper response appears positive.
CN000486,A0075,2023-03-26,psychological,Maintains focus under race rehearsal.
CN000487,A0075,2020-02-02,psychological,Confidence building ahead of competition window.
CN000488,A0075,2020-12-23,selection,Needs one more strong result before final selection.
CN000489,A0075,2023-01-14,strategy,Shift focus to primary event for next cycle.
CN000490,A0075,2024-05-09,selection,Tracking positively for regional team consideration.
CN000491,A0075,2020-06-25,strategy,Taper response appears positive.
CN000492,A0075,2020-06-08,medical,No adverse response after return-to-run work.
CN000493,A0075,2023-08-15,strategy,Shift focus to primary event for next cycle.
CN000494,A0076,2023-09-13,psychological,Needs calmer start routine.
CN000495,A0076,2021-03-27,psychological,Needs calmer start routine.
CN000496,A0076,2020-06-19,selection,Tracking positively for regional team consideration.
CN000497,A0076,2021-09-06,technical,Needs better bend running mechanics.
CN000498,A0076,2023-02-02,selection,Needs one more strong result before final selection.
CN000499,A0076,2022-05-21,psychological,"Responds well to clear, direct cues."
CN000500,A0076,2020-07-21,selection,Currently on reserve list for championship squad.
CN000501,A0077,2023-08-28,technical,Needs better bend running mechanics.
CN000502,A0077,2024-04-05,medical,Monitor lower limb tightness after speed sessions.
CN000503,A0077,2023-12-18,technical,Transition into upright posture is cleaner.
CN000504,A0077,2021-06-15,technical,Drive phase improving.
CN000505,A0077,2023-10-12,selection,Tracking positively for regional team consideration.
CN000506,A0077,2021-11-01,psychological,"Responds well to clear, direct cues."
CN000507,A0077,2024-12-24,selection,Tracking positively for regional team consideration.
CN000508,A0077,2024-09-24,strategy,Taper response appears positive.
CN000509,A0078,2021-09-10,selection,Currently on reserve list for championship squad.
CN000510,A0078,2020-07-08,strategy,Race modeling should emphasize controlled first half.
CN000511,A0078,2022-06-16,strategy,Selection window should prioritize consistency.
CN000512,A0078,2023-12-19,selection,Tracking positively for regional team consideration.
CN000513,A0078,2023-01-08,selection,Needs one more strong result before final selection.
CN000514,A0078,2020-12-09,medical,Recovery plan followed well this week.
CN000515,A0079,2024-01-12,technical,Stride rhythm is more consistent.
CN000516,A0079,2023-12-28,medical,No adverse response after return-to-run work.
CN000517,A0079,2021-11-14,medical,Continue mobility focus and load management.
CN000518,A0079,2022-02-08,technical,Stride rhythm is more consistent.
CN000519,A0079,2023-08-03,technical,Transition into upright posture is cleaner.
CN000520,A0079,2020-07-22,medical,Recovery plan followed well this week.
CN000521,A0079,2021-01-22,psychological,Needs calmer start routine.
CN000522,A0079,2021-03-05,strategy,Taper response appears positive.
CN000523,A0080,2024-12-20,psychological,Maintains focus under race rehearsal.
CN000524,A0080,2023-04-15,strategy,Taper response appears positive.
CN000525,A0080,2022-07-02,psychological,Confidence building ahead of competition window.
CN000526,A0080,2022-09-22,technical,Needs better bend running mechanics.
CN000527,A0080,2023-03-06,medical,Monitor lower limb tightness after speed sessions.
CN000528,A0080,2022-08-22,strategy,Race modeling should emphasize controlled first half.
CN000529,A0080,2020-03-06,technical,Stride rhythm is more consistent.
CN000530,A0081,2024-05-12,psychological,"Responds well to clear, direct cues."
CN000531,A0081,2020-05-25,strategy,Selection window should prioritize consistency.
CN000532,A0081,2020-05-14,medical,Monitor lower limb tightness after speed sessions.
CN000533,A0081,2020-02-11,psychological,Confidence building ahead of competition window.
CN000534,A0081,2023-09-30,psychological,Needs calmer start routine.
CN000535,A0081,2022-04-07,medical,Continue mobility focus and load management.
CN000536,A0081,2023-12-26,selection,Showing enough consistency for relay pool consideration.
CN000537,A0082,2021-03-19,selection,Showing enough consistency for relay pool consideration.
CN000538,A0082,2024-08-27,medical,Recovery plan followed well this week.
CN000539,A0082,2024-09-20,selection,Needs one more strong result before final selection.
CN000540,A0082,2022-10-05,selection,Tracking positively for regional team consideration.
CN000541,A0082,2022-01-24,technical,Drive phase improving.
CN000542,A0082,2020-03-10,selection,Currently on reserve list for championship squad.
CN000543,A0083,2023-11-06,strategy,Race modeling should emphasize controlled first half.
CN000544,A0083,2024-05-29,medical,Monitor lower limb tightness after speed sessions.
CN000545,A0083,2023-09-02,psychological,"Responds well to clear, direct cues."
CN000546,A0083,2020-04-27,selection,Needs one more strong result before final selection.
CN000547,A0083,2021-04-17,psychological,Maintains focus under race rehearsal.
CN000548,A0083,2021-09-21,strategy,Race modeling should emphasize controlled first half.
CN000549,A0083,2021-03-23,strategy,Selection window should prioritize consistency.
CN000550,A0084,2024-08-28,technical,Transition into upright posture is cleaner.
CN000551,A0084,2024-12-21,selection,Currently on reserve list for championship squad.
CN000552,A0084,2022-04-02,strategy,Race modeling should emphasize controlled first half.
CN000553,A0084,2023-03-25,technical,Needs better bend running mechanics.
CN000554,A0084,2021-09-03,strategy,Selection window should prioritize consistency.
CN000555,A0084,2022-04-22,psychological,Needs calmer start routine.
CN000556,A0084,2022-11-12,psychological,Maintains focus under race rehearsal.
CN000557,A0085,2022-01-26,medical,No adverse response after return-to-run work.
CN000558,A0085,2022-11-24,psychological,Confidence building ahead of competition window.
CN000559,A0085,2024-05-03,technical,Stride rhythm is more consistent.
CN000560,A0085,2024-06-17,technical,Needs better bend running mechanics.
CN000561,A0085,2023-03-01,technical,Drive phase improving.
